stratum,A_param,B_param,d,x21,Assoc,rawI,rawB,rawH,I_tot,B_tot,H_tot,H_pos,H_neg_abs,N_neg,h_loc_min,h_loc_max,H_RRR,H_RRS,H_RSR,H_SRR,H_DIST
affine,022,220,000,210210210021210102000,234,1380,886,494,8280,5316,2964,3486,522,138,-8,18,588,606,570,408,792
affine,022,221,000,210210210102021210000,261,1395,826,569,8370,4956,3414,3876,462,126,-12,18,588,696,930,408,792
affine,022,222,000,210210210210102021000,234,1377,874,503,8262,5244,3018,3528,510,117,-8,18,588,588,570,480,792
affine,100,000,000,000111222000000000000,471,824,488,336,4944,2928,2016,2304,288,72,-4,12,540,900,252,0,324
affine,100,001,000,000111222111111111000,417,1040,542,498,6240,3252,2988,2988,0,0,0,12,432,1008,1116,0,432
affine,100,002,000,000111222222222222000,417,1040,542,498,6240,3252,2988,2988,0,0,0,12,432,1008,1116,0,432
affine,100,010,000,000111222012012012000,309,1178,746,432,7068,4476,2592,2790,198,63,-4,10,468,738,558,36,792
affine,100,011,000,000111222120120120000,309,1142,752,390,6852,4512,2340,2628,288,90,-6,10,468,684,396,0,792
affine,100,012,000,000111222201201201000,309,1178,746,432,7068,4476,2592,2790,198,63,-4,10,468,738,558,36,792
affine,100,020,000,000111222021021021000,309,1178,746,432,7068,4476,2592,2790,198,63,-4,10,468,738,558,36,792
affine,100,021,000,000111222102102102000,309,1178,746,432,7068,4476,2592,2790,198,63,-4,10,468,738,558,36,792
affine,100,022,000,000111222210210210000,309,1142,752,390,6852,4512,2340,2628,288,90,-6,10,468,684,396,0,792
affine,100,100,000,000111222000111222000,561,614,464,150,3684,2784,900,1068,168,48,-4,6,108,720,72,0,0
affine,100,101,000,000111222111222000000,336,1286,1091,195,7716,6546,1170,1806,636,90,-10,12,270,612,72,108,108
affine,100,102,000,000111222222000111000,336,1286,1091,195,7716,6546,1170,1806,636,90,-10,12,270,612,72,108,108
affine,100,110,000,000111222012120201000,357,1227,1032,195,7362,6192,1170,2334,1164,231,-12,14,216,792,-180,144,198
affine,100,111,000,000111222120201012000,357,1158,1032,126,6948,6192,756,2100,1344,270,-10,12,216,756,-180,-72,36
affine,100,112,000,000111222201012120000,357,1227,1032,195,7362,6192,1170,2334,1164,231,-12,14,216,792,-180,144,198
affine,100,120,000,000111222021102210000,357,1227,1032,195,7362,6192,1170,2334,1164,231,-12,14,216,792,-180,144,198
affine,100,121,000,000111222102210021000,357,1227,1032,195,7362,6192,1170,2334,1164,231,-12,14,216,792,-180,144,198
affine,100,122,000,000111222210021102000,357,1158,1032,126,6948,6192,756,2100,1344,270,-10,12,216,756,-180,-72,36
affine,100,200,000,000111222000222111000,435,1022,758,264,6132,4548,1584,1824,240,48,-8,12,144,936,72,216,216
affine,100,201,000,000111222111000222000,390,1136,965,171,6816,5790,1026,1608,582,90,-10,12,270,684,72,0,0
affine,100,202,000,000111222222111000000,390,1136,965,171,6816,5790,1026,1608,582,90,-10,12,270,684,72,0,0
affine,100,210,000,000111222012201120000,351,1227,1050,177,7362,6300,1062,2406,1344,255,-12,16,228,822,-180,48,144
affine,100,211,000,000111222120012201000,351,1218,1038,180,7308,6228,1080,2388,1308,240,-10,16,228,768,-180,120,144
affine,100,212,000,000111222201120012000,351,1227,1050,177,7362,6300,1062,2406,1344,255,-12,16,228,822,-180,48,144
affine,100,220,000,000111222021210102000,351,1227,1050,177,7362,6300,1062,2406,1344,255,-12,16,228,822,-180,48,144
affine,100,221,000,000111222102021210000,351,1227,1050,177,7362,6300,1062,2406,1344,255,-12,16,228,822,-180,48,144
affine,100,222,000,000111222210102021000,351,1218,1038,180,7308,6228,1080,2388,1308,240,-10,16,228,768,-180,120,144
affine,101,000,000,111222000000000000000,246,1343,908,435,8058,5448,2610,3540,930,159,-10,16,702,252,252,594,810
affine,101,001,000,111222000111111111000,192,1586,908,678,9516,5448,4068,4296,228,48,-8,16,594,522,1116,594,1242
affine,101,002,000,111222000222222222000,192,1586,962,624,9516,5772,3744,4062,318,84,-6,16,594,522,1116,594,918
affine,101,010,000,111222000012012012000,192,1526,956,570,9156,5736,3420,3960,540,138,-6,16,630,414,954,630,792
affine,101,011,000,111222000120120120000,192,1517,962,555,9102,5772,3330,3888,558,129,-6,16,630,360,954,594,792
affine,101,012,000,111222000201201201000,192,1526,956,570,9156,5736,3420,3960,540,120,-6,16,630,414,954,630,792
affine,101,020,000,111222000021021021000,192,1526,956,570,9156,5736,3420,3960,540,138,-6,16,630,414,954,630,792
affine,101,021,000,111222000102102102000,192,1526,956,570,9156,5736,3420,3960,540,120,-6,16,630,414,954,630,792
affine,101,022,000,111222000210210210000,192,1517,962,555,9102,5772,3330,3888,558,129,-6,16,630,360,954,594,792
affine,101,100,000,111222000000111222000,336,1286,1091,195,7716,6546,1170,1806,636,90,-10,12,270,612,72,108,108
affine,101,101,000,111222000111222000000,111,1778,1718,60,10668,10308,360,1896,1536,126,-16,16,432,-576,72,216,216
affine,101,102,000,111222000222000111000,111,1868,1718,150,11208,10308,900,2004,1104,126,-12,16,432,-36,72,216,216
affine,101,110,000,111222000012120201000,240,1533,1359,174,9198,8154,1044,2928,1884,258,-12,16,378,0,216,252,198
affine,101,111,000,111222000120201012000,240,1464,1359,105,8784,8154,630,2676,2046,291,-12,16,378,-36,216,36,36
affine,101,112,000,111222000201012120000,240,1533,1359,174,9198,8154,1044,2928,1884,258,-12,16,378,0,216,252,198
affine,101,120,000,111222000021102210000,240,1533,1359,174,9198,8154,1044,2928,1884,258,-12,16,378,0,216,252,198
affine,101,121,000,111222000102210021000,240,1533,1359,174,9198,8154,1044,2928,1884,258,-12,16,378,0,216,252,198
affine,101,122,000,111222000210021102000,240,1464,1359,105,8784,8154,630,2676,2046,291,-12,16,378,-36,216,36,36
affine,101,200,000,111222000000222111000,210,1649,1385,264,9894,8310,1584,2346,762,90,-14,18,306,558,72,324,324
affine,101,201,000,111222000111000222000,165,1673,1592,81,10038,9552,486,1788,1302,135,-14,16,432,-234,72,108,108
affine,101,202,000,111222000222111000000,165,1691,1592,99,10146,9552,594,1806,1212,126,-16,16,432,-126,72,108,108
affine,101,210,000,111222000012201120000,234,1536,1377,159,9216,8262,954,3006,2052,288,-12,16,390,48,216,156,144
affine,101,211,000,111222000120012201000,234,1527,1365,162,9162,8190,972,2970,1998,273,-12,16,390,-6,216,228,144
affine,101,212,000,111222000201120012000,234,1536,1377,159,9216,8262,954,3000,2046,279,-12,16,390,48,216,156,144
affine,101,220,000,111222000021210102000,234,1536,1377,159,9216,8262,954,3006,2052,288,-12,16,390,48,216,156,144
affine,101,221,000,111222000102021210000,234,1536,1377,159,9216,8262,954,3000,2046,279,-12,16,390,48,216,156,144
affine,101,222,000,111222000210102021000,234,1527,1365,162,9162,8190,972,2970,1998,273,-12,16,390,-6,216,228,144
affine,102,000,000,222000111000000000000,246,1343,908,435,8058,5448,2610,3540,930,159,-10,16,702,252,252,594,810
affine,102,001,000,222000111111111111000,192,1586,962,624,9516,5772,3744,4062,318,84,-6,16,594,522,1116,594,918
affine,102,002,000,222000111222222222000,192,1586,908,678,9516,5448,4068,4296,228,48,-8,16,594,522,1116,594,1242
affine,102,010,000,222000111012012012000,192,1526,956,570,9156,5736,3420,3960,540,120,-6,16,630,414,954,630,792
affine,102,011,000,222000111120120120000,192,1517,962,555,9102,5772,3330,3888,558,129,-6,16,630,360,954,594,792
affine,102,012,000,222000111201201201000,192,1526,956,570,9156,5736,3420,3960,540,138,-6,16,630,414,954,630,792
affine,102,020,000,222000111021021021000,192,1526,956,570,9156,5736,3420,3960,540,120,-6,16,630,414,954,630,792
affine,102,021,000,222000111102102102000,192,1526,956,570,9156,5736,3420,3960,540,138,-6,16,630,414,954,630,792
affine,102,022,000,222000111210210210000,192,1517,962,555,9102,5772,3330,3888,558,129,-6,16,630,360,954,594,792
affine,102,100,000,222000111000111222000,336,1286,1091,195,7716,6546,1170,1806,636,90,-10,12,270,612,72,108,108
affine,102,101,000,222000111111222000000,111,1868,1718,150,11208,10308,900,2004,1104,126,-12,16,432,-36,72,216,216
affine,102,102,000,222000111222000111000,111,1778,1718,60,10668,10308,360,1896,1536,126,-16,16,432,-576,72,216,216
affine,102,110,000,222000111012120201000,240,1533,1359,174,9198,8154,1044,2928,1884,258,-12,16,378,0,216,252,198
affine,102,111,000,222000111120201012000,240,1464,1359,105,8784,8154,630,2676,2046,291,-12,16,378,-36,216,36,36
affine,102,112,000,222000111201012120000,240,1533,1359,174,9198,8154,1044,2928,1884,258,-12,16,378,0,216,252,198
affine,102,120,000,222000111021102210000,240,1533,1359,174,9198,8154,1044,2928,1884,258,-12,16,378,0,216,252,198
affine,102,121,000,222000111102210021000,240,1533,1359,174,9198,8154,1044,2928,1884,258,-12,16,378,0,216,252,198
affine,102,122,000,222000111210021102000,240,1464,1359,105,8784,8154,630,2676,2046,291,-12,16,378,-36,216,36,36
affine,102,200,000,222000111000222111000,210,1649,1385,264,9894,8310,1584,2346,762,90,-14,18,306,558,72,324,324
affine,102,201,000,222000111111000222000,165,1691,1592,99,10146,9552,594,1806,1212,126,-16,16,432,-126,72,108,108
affine,102,202,000,222000111222111000000,165,1673,1592,81,10038,9552,486,1788,1302,135,-14,16,432,-234,72,108,108
affine,102,210,000,222000111012201120000,234,1536,1377,159,9216,8262,954,3000,2046,279,-12,16,390,48,216,156,144
affine,102,211,000,222000111120012201000,234,1527,1365,162,9162,8190,972,2970,1998,273,-12,16,390,-6,216,228,144
affine,102,212,000,222000111201120012000,234,1536,1377,159,9216,8262,954,3006,2052,288,-12,16,390,48,216,156,144
affine,102,220,000,222000111021210102000,234,1536,1377,159,9216,8262,954,3000,2046,279,-12,16,390,48,216,156,144
affine,102,221,000,222000111102021210000,234,1536,1377,159,9216,8262,954,3006,2052,288,-12,16,390,48,216,156,144
affine,102,222,000,222000111210102021000,234,1527,1365,162,9162,8190,972,2970,1998,273,-12,16,390,-6,216,228,144
affine,110,000,000,012120201000000000000,339,1200,736,464,7200,4416,2784,3474,690,165,-6,16,648,540,264,468,864
affine,110,001,000,012120201111111111000,285,1407,772,635,8442,4632,3810,3990,180,63,-4,16,540,756,966,468,1080
affine,110,002,000,012120201222222222000,285,1314,772,542,7884,4632,3252,3546,294,87,-6,16,540,684,966,468,594
affine,110,010,000,012120201012012012000,249,1386,862,524,8316,5172,3144,3576,432,129,-6,16,576,558,714,504,792
affine,110,011,000,012120201120120120000,249,1371,868,503,8226,5208,3018,3504,486,141,-8,16,576,522,660,468,792
affine,110,012,000,012120201201201201000,249,1389,862,527,8334,5172,3162,3798,636,153,-8,18,576,576,714,504,792
affine,110,020,000,012120201021021021000,240,1380,874,506,8280,5244,3036,3642,606,156,-8,18,576,558,606,504,792
affine,110,021,000,012120201102102102000,240,1377,874,503,8262,5244,3018,3678,660,159,-10,18,576,540,606,504,792
affine,110,022,000,012120201210210210000,240,1362,880,482,8172,5280,2892,3498,606,132,-8,18,576,504,552,468,792
affine,110,100,000,012120201000111222000,357,1227,1032,195,7362,6192,1170,2334,1164,231,-12,14,216,792,-180,144,198
affine,110,101,000,012120201111222000000,240,1533,1359,174,9198,8154,1044,2928,1884,258,-12,16,378,0,216,252,198
affine,110,102,000,012120201222000111000,240,1533,1359,174,9198,8154,1044,2928,1884,258,-12,16,378,0,216,252,198
affine,110,110,000,012120201012120201000,243,1318,1366,-48,7908,8196,-288,2664,2952,390,-12,16,324,432,72,288,-1404
affine,110,111,000,012120201120201012000,243,1246,1342,-96,7476,8052,-576,2190,2766,411,-14,16,324,324,108,72,-1404
affine,110,112,000,012120201201012120000,405,1282,916,366,7692,5496,2196,3660,1464,234,-14,16,324,216,72,288,1296
affine,110,120,000,012120201021102210000,252,1414,1333,81,8484,7998,486,2778,2292,354,-14,18,324,396,-378,288,-144
affine,110,121,000,012120201102210021000,333,1315,1108,207,7890,6648,1242,2982,1740,291,-12,16,324,288,-216,288,558
affine,110,122,000,012120201210021102000,279,1423,1246,177,8538,7476,1062,2898,1836,321,-14,18,324,288,360,72,18
affine,110,200,000,012120201000222111000,303,1449,1150,299,8694,6900,1794,3342,1548,240,-12,16,252,774,156,414,198
affine,110,201,000,012120201111000222000,258,1506,1321,185,9036,7926,1110,2808,1698,264,-12,16,378,180,156,198,198
affine,110,202,000,012120201222111000000,258,1491,1321,170,8946,7926,1020,2928,1908,273,-12,16,378,90,156,198,198
affine,110,210,000,012120201012201120000,291,1432,1226,206,8592,7356,1236,3438,2202,327,-12,16,336,408,48,246,198
affine,110,211,000,012120201120012201000,291,1432,1214,218,8592,7284,1308,3432,2124,327,-12,16,336,354,102,318,198
affine,110,212,000,012120201201120012000,291,1402,1226,176,8412,7356,1056,3264,2208,345,-14,16,336,282,-6,246,198
affine,110,220,000,012120201021210102000,282,1417,1259,158,8502,7554,948,3288,2340,345,-14,18,336,354,-114,246,126
